pnr,train_number,train_name,train_type,priority,origin_code,origin_name,dest_code,dest_name,route_len_stations,route_station_codes,route_block_ids,route_block_distances_km,total_distance_km,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,dep_delay_min,arr_delay_min,current_location,distance_remaining_km,estimated_avg_speed_kmph,occupied_blocks,origin_platforms,dest_platforms,origin_tracks,dest_tracks,origin_electrified,dest_electrified,loco_type,max_permissible_speed_kmph,headway_min,rake_id,crew_id,maintenance_due,reservation_load_pct,coach_composition,estimated_total_seats,status,canceled,generated_timestamp
5200539350,44035,Passenger 44035,Passenger,2,SBC,Bengaluru,MAS,Chennai Central,9,SBC|PRYJ|MFP|MAS|KYN|CBE|ASR|SUR|MAS,SBC_PRYJ_4889;PRYJ_MFP_946;MFP_MAS_2748;MAS_KYN_7869;KYN_CBE_7149;CBE_ASR_9654;ASR_SUR_4427;SUR_MAS_7575,56;164;276;214;171;278;296;185,1640,2025-09-30 00:02,2025-10-01 02:59,2025-09-30 00:29,2025-10-01 03:57,27,58,between_SBC_PRYJ_4889,378,96,SUR_MAS_7575,12,5,4,2,True,True,Electric,123,5,RAKE_7922,CRW_40299,True,91.2,"{'2A': 6, '3A': 10}",1296,Running,False,2025-09-14 18:05:31
8136789420,38027,Shatabdi Express 38027,Shatabdi Express,3,NDLS,New Delhi,NZM,Hazrat Nizamuddin,10,NDLS|BBS|NZM|NGP|MAS|SUR|PURI|ASR|VSKP|NZM,NDLS_BBS_3150;BBS_NZM_2578;NZM_NGP_5140;NGP_MAS_2255;MAS_SUR_4984;SUR_PURI_7292;PURI_ASR_4998;ASR_VSKP_548;VSKP_NZM_2549,154;119;284;273;227;281;118;85;251,1792,2025-09-30 12:10,2025-10-01 06:22,2025-09-30 12:12,2025-10-01 06:22,2,0,between_ASR_VSKP_548,585,102,MAS_SUR_4984|NGP_MAS_2255|VSKP_NZM_2549|ASR_VSKP_548,7,6,7,3,True,False,Diesel,100,4,RAKE_3994,CRW_22188,True,22.5,"{'EC': 2, 'CC': 10}",786,At Station,False,2025-09-15 18:05:31
6958603903,71077,Vande Bharat Express 71077,Vande Bharat Express,5,BBS,Bhubaneswar,HWH,Howrah,4,BBS|VSKP|MAS|HWH,BBS_VSKP_7389;VSKP_MAS_1758;MAS_HWH_3953,140;133;289,562,2025-09-30 18:22,2025-10-01 02:24,2025-09-30 18:31,2025-10-01 02:55,9,31,between_MAS_HWH_3953,35,67,VSKP_MAS_1758,12,3,5,7,False,True,Electric,132,8,RAKE_9623,CRW_15799,True,9.6,"{'3A': 6, 'SL': 12}",1392,Upcoming,False,2025-09-13 18:05:31
9289731409,27958,Freight 27958,Freight,1,VSKP,Visakhapatnam,TVC,Trivandrum Central,8,VSKP|JP|BCT|NGP|CNB|HWH|LKO|TVC,VSKP_JP_4116;JP_BCT_6042;BCT_NGP_5656;NGP_CNB_2921;CNB_HWH_2301;HWH_LKO_4800;LKO_TVC_3606,168;115;56;178;96;117;152,882,2025-09-30 14:26,2025-10-01 00:02,2025-09-30 14:42,2025-10-01 00:40,16,38,between_CNB_HWH_2301,241,112,CNB_HWH_2301|VSKP_JP_4116|BCT_NGP_5656,3,10,5,4,False,True,Diesel,121,7,RAKE_1381,CRW_31116,False,72.0,"{'SL': 8, '2S': 6}",786,Completed,False,2025-09-10 18:05:31
0429627551,24868,Duronto Express 24868,Duronto Express,4,NGP,Nagpur,LKO,Lucknow,4,NGP|HWH|HYB|LKO,NGP_HWH_2260;HWH_HYB_8812;HYB_LKO_1769,162;271;206,639,2025-09-30 01:11,2025-09-30 10:48,2025-09-30 01:29,2025-09-30 11:15,18,27,HWH,17,74,HYB_LKO_1769|NGP_HWH_2260|HWH_HYB_8812,4,1,5,6,False,True,Diesel,91,7,RAKE_1731,CRW_18765,False,55.3,"{'CC': 10, 'EC': 2}",624,Upcoming,False,2025-09-10 18:05:31
9208768931,97787,Duronto Express 97787,Duronto Express,3,PURI,Puri,PRYJ,Prayagraj,12,PURI|NDLS|HWH|NZM|VSKP|JP|MAS|TVC|ASR|HYB|PRYJ|PRYJ,PURI_NDLS_6997;NDLS_HWH_382;HWH_NZM_6419;NZM_VSKP_4772;VSKP_JP_6475;JP_MAS_839;MAS_TVC_2325;TVC_ASR_886;ASR_HYB_840;HYB_PRYJ_4303;PRYJ_PRYJ_9131,210;294;282;189;92;263;195;110;83;227;172,2117,2025-09-30 17:47,2025-10-02 01:35,2025-09-30 18:03,2025-10-02 02:11,16,36,between_NZM_VSKP_4772,225,79,TVC_ASR_886|JP_MAS_839|HWH_NZM_6419,3,6,5,2,False,True,Diesel,113,9,RAKE_8694,CRW_30006,True,45.1,"{'EC': 2, 'CC': 10}",1392,Running,False,2025-09-08 18:05:31
5931503245,48011,Freight 48011,Freight,3,VSKP,Visakhapatnam,KYN,Kalyan,10,VSKP|BPL|TVC|NZM|SBC|CBE|KYN|HWH|BBS|KYN,VSKP_BPL_6712;BPL_TVC_9351;TVC_NZM_1114;NZM_SBC_8986;SBC_CBE_9075;CBE_KYN_6164;KYN_HWH_1240;HWH_BBS_4102;BBS_KYN_5018,159;207;286;85;131;175;124;244;144,1555,2025-09-30 10:26,2025-10-01 04:16,2025-09-30 10:39,2025-10-01 04:43,13,27,between_SBC_CBE_9075,876,114,KYN_HWH_1240|BBS_KYN_5018|CBE_KYN_6164,2,3,2,8,False,True,Diesel,114,5,RAKE_4430,CRW_90522,False,69.1,"{'EC': 2, 'CC': 10}",816,Upcoming,False,2025-09-10 18:05:31
3290346820,36837,Passenger 36837,Passenger,2,HYB,Hyderabad,NZM,Hazrat Nizamuddin,10,HYB|KYN|SUR|CNB|ASR|MFP|NDLS|HWH|GHY|NZM,HYB_KYN_1487;KYN_SUR_9910;SUR_CNB_6645;CNB_ASR_7045;ASR_MFP_8867;MFP_NDLS_9329;NDLS_HWH_5737;HWH_GHY_824;GHY_NZM_7710,51;73;114;228;255;197;84;253;222,1477,2025-09-30 17:11,2025-10-01 10:39,2025-09-30 17:38,2025-10-01 11:04,27,25,CNB,623,97,CNB_ASR_7045|HYB_KYN_1487|KYN_SUR_9910,8,3,2,6,False,True,Diesel,103,5,RAKE_9403,CRW_91953,False,89.6,"{'CC': 8, 'EC': 1}",1008,Completed,False,2025-09-11 18:05:31
3376697292,18848,Duronto Express 18848,Duronto Express,5,HWH,Howrah,BBS,Bhubaneswar,7,HWH|LKO|PRYJ|NDLS|JP|NZM|BBS,HWH_LKO_4315;LKO_PRYJ_5609;PRYJ_NDLS_1043;NDLS_JP_6328;JP_NZM_4605;NZM_BBS_6697,227;178;231;111;188;299,1234,2025-09-30 22:47,2025-10-01 21:18,2025-09-30 22:48,2025-10-01 21:35,1,17,PRYJ,554,127,LKO_PRYJ_5609|JP_NZM_4605|NZM_BBS_6697|PRYJ_NDLS_1043,10,12,4,6,True,True,Diesel,108,10,RAKE_9580,CRW_82315,True,54.6,"{'2A': 6, '3A': 10}",1296,Completed,False,2025-09-08 18:05:31
2063744376,23492,Goods 23492,Goods,1,SUR,Surat,NDLS,New Delhi,12,SUR|MAS|MDU|GHY|CBE|NGP|JP|MFP|LKO|ASR|BBS|NDLS,SUR_MAS_9953;MAS_MDU_1186;MDU_GHY_4953;GHY_CBE_1537;CBE_NGP_4317;NGP_JP_3394;JP_MFP_172;MFP_LKO_1558;LKO_ASR_4600;ASR_BBS_6942;BBS_NDLS_2149,108;230;147;113;192;291;59;275;296;231;200,2142,2025-09-30 16:41,2025-10-02 09:01,2025-09-30 16:37,2025-10-02 08:53,-4,-8,NGP,504,122,NGP_JP_3394|MDU_GHY_4953|GHY_CBE_1537|MFP_LKO_1558,8,3,2,5,False,False,Diesel,128,9,RAKE_2669,CRW_86140,False,1.8,"{'1A': 1, '2A': 4, '3A': 8}",1392,Running,False,2025-09-11 18:05:31
6385510375,93826,Mail/Express 93826,Mail/Express,5,BCT,Mumbai CSMT,CNB,Kanpur Central,9,BCT|VSKP|MFP|MDU|NGP|MAS|BPL|CNB|CNB,BCT_VSKP_315;VSKP_MFP_3986;MFP_MDU_5527;MDU_NGP_7868;NGP_MAS_3258;MAS_BPL_576;BPL_CNB_4211;CNB_CNB_4475,168;249;188;60;222;234;64;150,1335,2025-09-30 03:30,2025-09-30 20:07,2025-09-30 03:33,2025-09-30 20:46,3,39,BCT,6,98,NGP_MAS_3258|CNB_CNB_4475|MFP_MDU_5527|VSKP_MFP_3986,7,1,7,7,False,False,Diesel,100,9,RAKE_5607,CRW_12515,False,95.4,"{'2A': 6, '3A': 10}",1392,At Station,False,2025-09-12 18:05:31
5815705543,35332,Freight 35332,Freight,2,SUR,Surat,BBS,Bhubaneswar,4,SUR|GHY|NDLS|BBS,SUR_GHY_2205;GHY_NDLS_9768;NDLS_BBS_3656,245;63;101,409,2025-09-30 15:34,2025-09-30 20:04,2025-09-30 15:32,2025-09-30 20:11,-2,7,between_NDLS_BBS_3656,106,86,NDLS_BBS_3656|GHY_NDLS_9768,11,11,3,5,True,True,Diesel,126,3,RAKE_1111,CRW_50103,False,77.9,"{'3A': 6, 'SL': 12}",624,At Station,False,2025-09-09 18:05:31
3787133148,52136,Tejas Express 52136,Tejas Express,4,NDLS,New Delhi,TVC,Trivandrum Central,8,NDLS|MDU|PURI|CBE|CNB|GHY|PRYJ|TVC,NDLS_MDU_7438;MDU_PURI_4595;PURI_CBE_2879;CBE_CNB_8456;CNB_GHY_6549;GHY_PRYJ_8164;PRYJ_TVC_7865,82;92;252;257;121;244;137,1185,2025-09-30 22:24,2025-10-01 16:29,2025-09-30 22:35,2025-10-01 16:55,11,26,CNB,773,119,PURI_CBE_2879|NDLS_MDU_7438,4,6,8,7,True,True,Diesel,145,5,RAKE_6964,CRW_50632,True,11.0,"{'EC': 2, 'CC': 10}",1296,Cancelled,False,2025-09-13 18:05:31
8685192401,83398,Passenger 83398,Passenger,1,CBE,Coimbatore,CNB,Kanpur Central,11,CBE|BBS|VSKP|MFP|BPL|PURI|CNB|ASR|BCT|HWH|CNB,CBE_BBS_167;BBS_VSKP_303;VSKP_MFP_6135;MFP_BPL_2503;BPL_PURI_8367;PURI_CNB_8300;CNB_ASR_1700;ASR_BCT_5473;BCT_HWH_6007;HWH_CNB_8594,247;225;52;74;152;256;246;278;112;88,1730,2025-09-30 20:16,2025-10-01 15:23,2025-09-30 20:15,2025-10-01 15:13,-1,-10,between_BPL_PURI_8367,226,116,CBE_BBS_167|PURI_CNB_8300,6,4,5,5,False,True,Diesel,94,4,RAKE_6401,CRW_59827,True,69.7,"{'3A': 8, 'SL': 10, '2A': 2}",1296,Completed,False,2025-09-14 18:05:31
2193631023,51908,Mail/Express 51908,Mail/Express,1,CNB,Kanpur Central,NDLS,New Delhi,10,CNB|MAS|VSKP|MFP|KYN|NDLS|MDU|HYB|PURI|NDLS,CNB_MAS_9112;MAS_VSKP_7567;VSKP_MFP_3656;MFP_KYN_6064;KYN_NDLS_6511;NDLS_MDU_151;MDU_HYB_5434;HYB_PURI_3682;PURI_NDLS_5735,230;195;175;293;91;179;260;205;150,1778,2025-09-30 05:47,2025-10-01 00:09,2025-09-30 05:50,2025-10-01 00:49,3,40,between_CNB_MAS_9112,453,80,MDU_HYB_5434|NDLS_MDU_151,9,3,8,2,True,False,Electric,101,9,RAKE_2173,CRW_86601,False,23.9,"{'CC': 10, 'EC': 2}",1008,Completed,False,2025-09-10 18:05:31
9119324058,71274,Tejas Express 71274,Tejas Express,3,ASR,Amritsar,SUR,Surat,7,ASR|HYB|JP|PRYJ|CNB|LKO|SUR,ASR_HYB_568;HYB_JP_5126;JP_PRYJ_4789;PRYJ_CNB_5692;CNB_LKO_6770;LKO_SUR_3420,131;194;256;85;170;92,928,2025-09-30 14:00,2025-10-01 04:02,2025-09-30 14:16,2025-10-01 04:10,16,8,between_JP_PRYJ_4789,367,86,HYB_JP_5126|CNB_LKO_6770,9,3,6,5,True,True,Diesel,92,4,RAKE_5776,CRW_71220,False,29.1,"{'2A': 6, '3A': 10}",786,Upcoming,False,2025-09-10 18:05:31
0588057661,96813,Superfast Express 96813,Superfast Express,5,HYB,Hyderabad,TVC,Trivandrum Central,11,HYB|NZM|MAS|JP|HWH|MFP|CNB|BBS|GHY|KYN|TVC,HYB_NZM_1164;NZM_MAS_1453;MAS_JP_9704;JP_HWH_6378;HWH_MFP_978;MFP_CNB_8654;CNB_BBS_4248;BBS_GHY_3525;GHY_KYN_4857;KYN_TVC_2872,110;145;217;268;97;217;66;195;299;87,1701,2025-09-30 05:00,2025-10-01 08:36,2025-09-30 05:27,2025-10-01 09:14,27,38,NZM,245,108,JP_HWH_6378|KYN_TVC_2872,4,2,6,6,False,True,Electric,155,9,RAKE_6751,CRW_91695,False,85.3,"{'SL': 8, '2S': 6}",1008,Running,False,2025-09-08 18:05:31
2052566346,37250,Freight 37250,Freight,5,LKO,Lucknow,CNB,Kanpur Central,4,LKO|CNB|SBC|CNB,LKO_CNB_9751;CNB_SBC_1746;SBC_CNB_5968,240;211;141,592,2025-09-30 13:09,2025-09-30 19:48,2025-09-30 13:25,2025-09-30 20:20,16,32,between_CNB_SBC_1746,32,110,SBC_CNB_5968|LKO_CNB_9751,8,7,4,3,True,True,Diesel,121,10,RAKE_1040,CRW_53367,False,93.2,"{'CC': 10, 'EC': 2}",1296,At Station,False,2025-09-10 18:05:31
3647005951,31465,Freight 31465,Freight,3,BPL,Bhopal Junction,NGP,Nagpur,7,BPL|ASR|HWH|KYN|NGP|PRYJ|NGP,BPL_ASR_4617;ASR_HWH_8233;HWH_KYN_7304;KYN_NGP_1989;NGP_PRYJ_7543;PRYJ_NGP_8594,72;283;299;73;72;234,1033,2025-09-30 06:02,2025-09-30 17:05,2025-09-30 06:11,2025-09-30 17:08,9,3,between_ASR_HWH_8233,307,116,HWH_KYN_7304,9,9,3,2,False,True,Electric,131,6,RAKE_3108,CRW_87280,False,26.7,"{'2A': 6, '3A': 10}",816,Completed,False,2025-09-15 18:05:31
8082392750,69289,Mail/Express 69289,Mail/Express,4,BPL,Bhopal Junction,NGP,Nagpur,11,BPL|ASR|LKO|SBC|HWH|VSKP|MFP|CBE|MAS|GHY|NGP,BPL_ASR_4595;ASR_LKO_138;LKO_SBC_862;SBC_HWH_3729;HWH_VSKP_3030;VSKP_MFP_5026;MFP_CBE_6921;CBE_MAS_6379;MAS_GHY_6127;GHY_NGP_954,84;169;184;216;290;172;212;260;231;193,2011,2025-09-30 13:44,2025-10-01 13:37,2025-09-30 14:00,2025-10-01 13:57,16,20,between_SBC_HWH_3729,1904,96,MFP_CBE_6921|BPL_ASR_4595|ASR_LKO_138|HWH_VSKP_3030,6,8,4,3,True,True,Diesel,150,10,RAKE_5032,CRW_69149,False,95.4,"{'1A': 1, '2A': 4, '3A': 8}",816,Running,False,2025-09-13 18:05:31
3378112738,66539,Freight 66539,Freight,4,BBS,Bhubaneswar,HWH,Howrah,6,BBS|SBC|VSKP|LKO|MDU|HWH,BBS_SBC_3499;SBC_VSKP_3184;VSKP_LKO_4220;LKO_MDU_7082;MDU_HWH_5287,273;271;159;278;57,1038,2025-09-30 01:59,2025-09-30 13:12,2025-09-30 02:23,2025-09-30 13:34,24,22,between_VSKP_LKO_4220,232,79,MDU_HWH_5287|BBS_SBC_3499,10,8,4,7,True,False,Diesel,137,4,RAKE_9068,CRW_22480,False,51.8,"{'3A': 8, 'SL': 10, '2A': 2}",816,Running,True,2025-09-12 18:05:31
4031995942,67612,Tejas Express 67612,Tejas Express,1,NZM,Hazrat Nizamuddin,MAS,Chennai Central,6,NZM|SBC|TVC|BBS|LKO|MAS,NZM_SBC_925;SBC_TVC_763;TVC_BBS_5465;BBS_LKO_7661;LKO_MAS_7335,110;82;80;162;271,705,2025-09-30 16:50,2025-10-01 03:39,2025-09-30 17:07,2025-10-01 04:09,17,30,between_TVC_BBS_5465,670,88,NZM_SBC_925|SBC_TVC_763|BBS_LKO_7661,3,1,7,8,True,False,Diesel,97,7,RAKE_2589,CRW_33506,False,91.6,"{'SL': 8, '2S': 6}",1008,Completed,False,2025-09-14 18:05:31
5276671949,52918,Tejas Express 52918,Tejas Express,5,BBS,Bhubaneswar,PRYJ,Prayagraj,10,BBS|CBE|HWH|GHY|VSKP|ASR|NZM|JP|NGP|PRYJ,BBS_CBE_8274;CBE_HWH_2848;HWH_GHY_4113;GHY_VSKP_7617;VSKP_ASR_7155;ASR_NZM_8683;NZM_JP_1932;JP_NGP_3656;NGP_PRYJ_377,197;180;146;171;98;300;83;287;134,1596,2025-09-30 00:09,2025-09-30 18:26,2025-09-30 00:26,2025-09-30 18:43,17,17,between_GHY_VSKP_7617,483,127,HWH_GHY_4113,9,4,3,2,False,True,Diesel,132,3,RAKE_6877,CRW_16389,False,9.4,"{'3A': 6, 'SL': 12}",1008,Running,False,2025-09-10 18:05:31
3672346869,26674,Duronto Express 26674,Duronto Express,1,PRYJ,Prayagraj,CBE,Coimbatore,5,PRYJ|SBC|MFP|BCT|CBE,PRYJ_SBC_3598;SBC_MFP_6517;MFP_BCT_4089;BCT_CBE_6106,199;203;167;70,639,2025-09-30 12:15,2025-09-30 21:22,2025-09-30 12:28,2025-09-30 21:55,13,33,between_MFP_BCT_4089,525,72,SBC_MFP_6517|PRYJ_SBC_3598,10,6,4,4,False,False,Electric,95,8,RAKE_4533,CRW_61581,False,78.2,"{'3A': 8, 'SL': 10, '2A': 2}",1224,At Station,True,2025-09-11 18:05:31
7720915808,61002,Duronto Express 61002,Duronto Express,4,CNB,Kanpur Central,SBC,Bengaluru,5,CNB|HYB|GHY|ASR|SBC,CNB_HYB_541;HYB_GHY_7437;GHY_ASR_7593;ASR_SBC_9294,136;129;300;256,821,2025-09-30 05:25,2025-09-30 15:34,2025-09-30 05:36,2025-09-30 16:13,11,39,between_GHY_ASR_7593,678,114,HYB_GHY_7437|GHY_ASR_7593|ASR_SBC_9294|CNB_HYB_541,6,8,5,3,True,False,Electric,148,5,RAKE_2547,CRW_84898,False,2.7,"{'3A': 8, 'SL': 10, '2A': 2}",816,Running,False,2025-09-13 18:05:31
1399622183,75531,Passenger 75531,Passenger,4,SUR,Surat,MDU,Madurai,7,SUR|BBS|MAS|HWH|PRYJ|CNB|MDU,SUR_BBS_741;BBS_MAS_2968;MAS_HWH_3644;HWH_PRYJ_2438;PRYJ_CNB_5528;CNB_MDU_998,63;175;286;68;113;126,831,2025-09-30 02:45,2025-09-30 14:04,2025-09-30 03:01,2025-09-30 14:48,16,44,between_CNB_MDU_998,322,127,CNB_MDU_998|HWH_PRYJ_2438|PRYJ_CNB_5528|MAS_HWH_3644,8,1,3,4,False,True,Electric,100,9,RAKE_3178,CRW_10336,False,57.7,"{'CC': 8, 'EC': 1}",1008,Running,False,2025-09-12 18:05:31
2534436245,58831,Vande Bharat Express 58831,Vande Bharat Express,1,PRYJ,Prayagraj,SBC,Bengaluru,11,PRYJ|MFP|TVC|NGP|MDU|JP|NDLS|BPL|MAS|SUR|SBC,PRYJ_MFP_364;MFP_TVC_486;TVC_NGP_7326;NGP_MDU_4273;MDU_JP_1866;JP_NDLS_8722;NDLS_BPL_2576;BPL_MAS_141;MAS_SUR_4072;SUR_SBC_3806,168;300;97;152;149;198;247;235;79;99,1724,2025-09-30 07:44,2025-10-01 08:08,2025-09-30 07:44,2025-10-01 08:37,0,29,between_NDLS_BPL_2576,712,85,BPL_MAS_141|SUR_SBC_3806|PRYJ_MFP_364,5,12,3,5,True,True,Diesel,151,5,RAKE_1066,CRW_41741,True,56.0,"{'3A': 8, 'SL': 10, '2A': 2}",816,Upcoming,True,2025-09-12 18:05:31
0408638357,41474,Mail/Express 41474,Mail/Express,2,TVC,Trivandrum Central,SUR,Surat,10,TVC|ASR|LKO|BCT|JP|BPL|CBE|NZM|SBC|SUR,TVC_ASR_8983;ASR_LKO_8801;LKO_BCT_6746;BCT_JP_7654;JP_BPL_7360;BPL_CBE_7331;CBE_NZM_8203;NZM_SBC_6421;SBC_SUR_5965,251;246;290;237;88;265;191;121;77,1766,2025-09-30 18:50,2025-10-01 12:49,2025-09-30 19:19,2025-10-01 13:13,29,24,between_NZM_SBC_6421,1108,78,BCT_JP_7654|BPL_CBE_7331|NZM_SBC_6421,4,6,5,4,False,False,Diesel,105,7,RAKE_4739,CRW_61332,False,6.6,"{'SL': 8, '2S': 6}",1296,Upcoming,False,2025-09-15 18:05:31
6078459120,89463,Freight 89463,Freight,2,CNB,Kanpur Central,GHY,Guwahati,12,CNB|TVC|SUR|NDLS|PURI|LKO|JP|BPL|CBE|ASR|MDU|GHY,CNB_TVC_2134;TVC_SUR_7828;SUR_NDLS_8419;NDLS_PURI_8246;PURI_LKO_7683;LKO_JP_5121;JP_BPL_9951;BPL_CBE_928;CBE_ASR_9670;ASR_MDU_2159;MDU_GHY_3685,91;74;169;228;57;104;273;252;128;150;282,1808,2025-09-30 06:58,2025-10-01 05:02,2025-09-30 07:18,2025-10-01 05:30,20,28,between_JP_BPL_9951,971,105,PURI_LKO_7683|TVC_SUR_7828|CBE_ASR_9670|MDU_GHY_3685,6,4,5,3,False,False,Diesel,140,4,RAKE_1026,CRW_59072,True,58.7,"{'CC': 10, 'EC': 2}",1224,Upcoming,False,2025-09-11 18:05:31
2714191979,34722,Tejas Express 34722,Tejas Express,3,CNB,Kanpur Central,HWH,Howrah,4,CNB|NZM|HWH|HWH,CNB_NZM_8728;NZM_HWH_6120;HWH_HWH_5961,129;221;161,511,2025-09-30 22:10,2025-10-01 04:45,2025-09-30 22:07,2025-10-01 04:46,-3,1,between_CNB_NZM_8728,256,88,NZM_HWH_6120|HWH_HWH_5961|CNB_NZM_8728,6,8,5,8,True,True,Diesel,133,4,RAKE_8864,CRW_23759,False,44.6,"{'1A': 1, '2A': 4, '3A': 8}",1008,At Station,False,2025-09-11 18:05:31
1020817325,84113,Tejas Express 84113,Tejas Express,3,NDLS,New Delhi,NZM,Hazrat Nizamuddin,8,NDLS|ASR|LKO|CBE|SUR|PRYJ|NGP|NZM,NDLS_ASR_7389;ASR_LKO_5515;LKO_CBE_2288;CBE_SUR_9575;SUR_PRYJ_9600;PRYJ_NGP_9239;NGP_NZM_7575,236;297;111;293;220;266;292,1715,2025-09-30 06:16,2025-10-01 15:05,2025-09-30 06:29,2025-10-01 15:45,13,40,between_SUR_PRYJ_9600,913,65,CBE_SUR_9575|PRYJ_NGP_9239|NGP_NZM_7575,5,11,8,7,True,False,Electric,101,10,RAKE_3489,CRW_15874,False,91.0,"{'CC': 8, 'EC': 1}",816,At Station,False,2025-09-13 18:05:31
0208184836,48678,Freight 48678,Freight,2,MDU,Madurai,HYB,Hyderabad,10,MDU|PRYJ|ASR|BCT|BPL|NGP|TVC|MAS|CNB|HYB,MDU_PRYJ_2753;PRYJ_ASR_1552;ASR_BCT_2549;BCT_BPL_5611;BPL_NGP_7895;NGP_TVC_8460;TVC_MAS_6808;MAS_CNB_1816;CNB_HYB_3212,204;163;119;110;176;62;278;209;233,1554,2025-09-30 03:13,2025-10-01 06:26,2025-09-30 03:38,2025-10-01 06:55,25,29,between_MAS_CNB_1816,1344,78,CNB_HYB_3212|BCT_BPL_5611|MAS_CNB_1816,9,9,5,3,True,True,Diesel,134,9,RAKE_8697,CRW_12478,True,19.9,"{'3A': 6, 'SL': 12}",816,Upcoming,False,2025-09-09 18:05:31
6760975688,70662,Rajdhani Express 70662,Rajdhani Express,5,SBC,Bengaluru,CNB,Kanpur Central,5,SBC|CNB|HYB|BBS|CNB,SBC_CNB_2283;CNB_HYB_7045;HYB_BBS_1029;BBS_CNB_5941,86;123;214;75,498,2025-09-30 14:45,2025-09-30 20:19,2025-09-30 15:10,2025-09-30 21:10,25,51,between_BBS_CNB_5941,478,66,HYB_BBS_1029,10,12,2,6,True,False,Electric,148,5,RAKE_7949,CRW_75429,True,92.5,"{'2A': 6, '3A': 10}",816,At Station,False,2025-09-15 18:05:31
3586845152,67947,Vande Bharat Express 67947,Vande Bharat Express,2,MDU,Madurai,TVC,Trivandrum Central,7,MDU|GHY|KYN|HYB|MFP|TVC|TVC,MDU_GHY_7194;GHY_KYN_6813;KYN_HYB_1700;HYB_MFP_7943;MFP_TVC_8816;TVC_TVC_7874,158;67;62;229;262;192,970,2025-09-30 16:26,2025-10-01 06:39,2025-09-30 16:43,2025-10-01 07:19,17,40,between_MDU_GHY_7194,829,98,TVC_TVC_7874,5,4,8,7,True,False,Diesel,90,8,RAKE_3857,CRW_27225,True,64.0,"{'CC': 10, 'EC': 2}",786,Cancelled,False,2025-09-11 18:05:31
0471628954,71375,Tejas Express 71375,Tejas Express,3,GHY,Guwahati,HWH,Howrah,9,GHY|ASR|LKO|MFP|BCT|MDU|NZM|SUR|HWH,GHY_ASR_5591;ASR_LKO_5617;LKO_MFP_270;MFP_BCT_7772;BCT_MDU_4795;MDU_NZM_7349;NZM_SUR_6443;SUR_HWH_3009,66;231;240;142;231;269;149;191,1519,2025-09-30 00:04,2025-09-30 20:59,2025-09-30 00:14,2025-09-30 21:16,10,17,between_MFP_BCT_7772,1199,81,MDU_NZM_7349|SUR_HWH_3009,7,1,3,3,False,False,Electric,94,6,RAKE_2378,CRW_67040,True,86.2,"{'EC': 2, 'CC': 10}",624,Running,False,2025-09-12 18:05:31
3100776597,17798,Superfast Express 17798,Superfast Express,4,BCT,Mumbai CSMT,BBS,Bhubaneswar,4,BCT|NZM|ASR|BBS,BCT_NZM_7250;NZM_ASR_5358;ASR_BBS_153,270;293;168,731,2025-09-30 06:31,2025-09-30 16:51,2025-09-30 06:28,2025-09-30 17:07,-3,16,between_NZM_ASR_5358,327,97,BCT_NZM_7250,3,3,5,6,False,True,Diesel,150,7,RAKE_8273,CRW_31239,False,53.8,"{'EC': 2, 'CC': 10}",816,Upcoming,False,2025-09-15 18:05:31
2597277142,98136,Shatabdi Express 98136,Shatabdi Express,5,KYN,Kalyan,ASR,Amritsar,8,KYN|VSKP|SBC|CNB|JP|TVC|LKO|ASR,KYN_VSKP_4696;VSKP_SBC_291;SBC_CNB_3448;CNB_JP_2673;JP_TVC_3160;TVC_LKO_5706;LKO_ASR_7756,296;131;265;284;169;67;279,1491,2025-09-30 16:18,2025-10-01 17:49,2025-09-30 16:17,2025-10-01 17:43,-1,-6,between_JP_TVC_3160,191,65,CNB_JP_2673|SBC_CNB_3448|KYN_VSKP_4696,2,5,4,2,False,False,Diesel,129,7,RAKE_9702,CRW_47251,False,4.7,"{'SL': 8, '2S': 6}",1224,At Station,False,2025-09-09 18:05:31
0465717369,22038,Shatabdi Express 22038,Shatabdi Express,5,PRYJ,Prayagraj,SUR,Surat,10,PRYJ|NZM|HYB|ASR|BBS|PURI|NDLS|MDU|MFP|SUR,PRYJ_NZM_8662;NZM_HYB_6132;HYB_ASR_8446;ASR_BBS_2387;BBS_PURI_6499;PURI_NDLS_1822;NDLS_MDU_6177;MDU_MFP_459;MFP_SUR_9268,266;105;112;162;84;219;215;245;243,1651,2025-09-30 17:02,2025-10-01 12:23,2025-09-30 17:11,2025-10-01 12:48,9,25,BBS,1235,88,MDU_MFP_459|NZM_HYB_6132|BBS_PURI_6499|ASR_BBS_2387,12,2,2,5,False,False,Electric,136,8,RAKE_9056,CRW_73285,True,7.8,"{'3A': 6, 'SL': 12}",624,Upcoming,False,2025-09-10 18:05:31
